Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,,
1.6672e-05,-0.4,-0.2,0
1.6676e-05,-0.4,0,16
1.6680e-05,-0.4,-0.2,0
1.6684e-05,-0.8,-0.2,-16
1.6688e-05,-0.4,-0.2,0
1.6692e-05,-0.4,-0.2,16
1.6696e-05,-0.4,-0.2,16
1.6700e-05,-0.4,-0.2,0
1.6704e-05,-0.4,-0.2,-16
1.6708e-05,-0.4,-0.2,0
1.6712e-05,-0.4,-0.2,0
1.6716e-05,-0.4,-0.2,0
1.6720e-05,-0.4,-0.2,0
1.6724e-05,-0.4,-0.2,-16
1.6728e-05,-0.4,-0.2,0
1.6732e-05,-0.4,-0.2,0
1.6736e-05,-0.4,-0.2,0
1.6740e-05,-0.4,-0.2,0
1.6744e-05,0,-0.2,-32
1.6748e-05,-0.8,-0.2,0
1.6752e-05,-0.8,-0.2,0
1.6756e-05,-0.4,-0.2,-16
1.6760e-05,-0.4,-0.2,0
1.6764e-05,-0.8,-0.2,0
1.6768e-05,-0.4,-0.2,0
1.6772e-05,-0.4,-0.2,-16
1.6776e-05,-0.4,-0.2,0
1.6780e-05,-0.4,-0.2,-16
1.6784e-05,-0.8,0,0
1.6788e-05,-0.4,0,0
1.6792e-05,-0.4,-0.2,0
1.6796e-05,-0.4,0,-16
1.6800e-05,-0.4,-0.2,-16
1.6804e-05,-0.4,-0.2,0
1.6808e-05,-0.8,-0.2,0
1.6812e-05,-0.4,-0.4,-16
1.6816e-05,-0.4,-0.2,0
1.6820e-05,-0.4,-0.2,0
1.6824e-05,-0.4,-0.2,16
1.6828e-05,-0.4,-0.2,0
1.6832e-05,-0.4,-0.2,0
1.6836e-05,-0.4,0,0
1.6840e-05,-0.4,-0.2,-16
1.6844e-05,-0.8,0,0
1.6848e-05,-0.4,-0.2,-16
1.6852e-05,-0.4,-0.2,0
1.6856e-05,-0.4,-0.2,0
1.6860e-05,-0.4,-0.4,0
1.6864e-05,-0.4,-0.2,0
1.6868e-05,-0.4,-0.2,-16
1.6872e-05,-0.8,-0.2,0
1.6876e-05,-0.4,-0.2,-16
1.6880e-05,-0.4,-0.2,-16
1.6884e-05,-0.4,-0.2,-16
1.6888e-05,-0.4,-0.2,-16
1.6892e-05,-0.4,-0.2,0
1.6896e-05,-0.4,-0.2,-16
1.6900e-05,0,-0.2,0
1.6904e-05,-0.4,-0.4,0
1.6908e-05,-0.8,-0.2,0
1.6912e-05,-0.4,-0.2,-16
1.6916e-05,-0.4,-0.2,0
1.6920e-05,-0.4,0,-16
1.6924e-05,-0.4,0,0
1.6928e-05,-0.4,-0.2,0
1.6932e-05,0,-0.4,-16
1.6936e-05,-0.4,-0.2,0
1.6940e-05,-0.8,-0.2,0
1.6944e-05,-0.4,-0.2,0
1.6948e-05,-0.4,-0.2,-32
1.6952e-05,-0.4,-0.2,0
1.6956e-05,-0.8,0,-16
1.6960e-05,-0.4,-0.2,-16
1.6964e-05,-0.4,-0.2,-16
1.6968e-05,-0.4,-0.2,16
1.6972e-05,-0.4,-0.2,-16
1.6976e-05,-0.4,-0.2,-16
1.6980e-05,0,-0.2,-32
1.6984e-05,-0.4,-0.2,0
1.6988e-05,-0.4,-0.4,-16
1.6992e-05,-0.8,-0.2,-32
1.6996e-05,-0.8,-0.2,-16
1.7000e-05,-0.4,-0.2,-32
1.7004e-05,-0.4,-0.2,-32
1.7008e-05,-0.4,-0.2,0
1.7012e-05,-0.4,-0.2,-32
1.7016e-05,-0.4,-0.2,-16
1.7020e-05,-0.4,-0.2,-32
1.7024e-05,-0.4,-0.2,-16
1.7028e-05,-0.4,-0.2,-16
1.7032e-05,-0.4,-0.2,-32
1.7036e-05,-0.4,-0.2,-16
1.7040e-05,-0.4,-0.2,0
1.7044e-05,-0.4,-0.2,-16
1.7048e-05,-0.4,-0.2,-16
1.7052e-05,-0.4,-0.2,-32
1.7056e-05,-0.4,-0.2,-16
1.7060e-05,-0.4,-0.2,-32
1.7064e-05,-0.4,-0.2,-16
1.7068e-05,-0.4,-0.2,-16
1.7072e-05,-0.4,-0.2,-32
1.7076e-05,-0.4,-0.2,-16
1.7080e-05,-0.4,-0.2,-16
1.7084e-05,-0.4,-0.2,-16
1.7088e-05,-0.4,-0.2,-16
1.7092e-05,-0.4,-0.2,-32
1.7096e-05,-0.4,-0.2,-16
1.7100e-05,-0.4,-0.2,-32
1.7104e-05,-0.4,-0.2,-16
1.7108e-05,-0.4,-0.2,-16
1.7112e-05,-0.4,0,-16
1.7116e-05,-0.4,-0.2,-16
1.7120e-05,-0.4,-0.2,-16
1.7124e-05,-0.4,-0.2,-16
1.7128e-05,-0.4,-0.2,-16
1.7132e-05,-0.4,-0.2,-16
1.7136e-05,-0.4,0,-16
1.7140e-05,-0.4,-0.2,-16
1.7144e-05,-0.4,0,-32
1.7148e-05,-0.4,-0.2,-32
1.7152e-05,-0.4,-0.2,-16
1.7156e-05,-0.4,0,-16
1.7160e-05,-0.8,0,-16
1.7164e-05,-0.4,-0.2,-16
1.7168e-05,-0.4,-0.2,-16
1.7172e-05,-0.4,-0.2,-16
1.7176e-05,-0.4,-0.2,-16
1.7180e-05,-0.4,-0.2,-16
1.7184e-05,-0.4,-0.2,-16
1.7188e-05,-0.4,-0.2,-16
1.7192e-05,0,-0.2,-16
1.7196e-05,-0.4,-0.4,-32
1.7200e-05,-0.4,-0.2,-32
1.7204e-05,-0.4,-0.2,-16
1.7208e-05,-0.4,-0.2,-32
1.7212e-05,-0.4,-0.2,-16
1.7216e-05,-0.4,-0.2,-32
1.7220e-05,-0.4,-0.2,-16
1.7224e-05,-0.4,-0.2,-16
1.7228e-05,0,-0.2,-16
1.7232e-05,-0.4,-0.4,0
1.7236e-05,-0.4,-0.2,-16
1.7240e-05,-0.4,-0.2,-16
1.7244e-05,0,-0.2,-16
1.7248e-05,-0.4,-0.2,-32
1.7252e-05,-0.8,0,-16
1.7256e-05,-0.4,-0.2,-16
1.7260e-05,-0.4,-0.2,-16
1.7264e-05,-0.4,-0.2,-16
1.7268e-05,-0.4,-0.2,-16
1.7272e-05,-0.4,-0.2,-16
1.7276e-05,-0.4,-0.2,-16
1.7280e-05,-0.4,0,-16
1.7284e-05,-0.4,-0.2,-32
1.7288e-05,-0.4,-0.2,-16
1.7292e-05,-0.8,-0.2,-16
1.7296e-05,-0.4,-0.2,-16
1.7300e-05,-0.8,-0.4,-16
1.7304e-05,-0.4,-0.2,-32
1.7308e-05,-0.4,-0.4,-32
1.7312e-05,-0.4,-0.2,-16
1.7316e-05,-0.4,-0.4,-16
1.7320e-05,-0.4,-0.2,-16
1.7324e-05,-0.4,-0.2,-16
1.7328e-05,-0.4,-0.2,-32
1.7332e-05,-0.4,-0.4,-16
1.7336e-05,-0.4,0,-16
1.7340e-05,-0.4,-0.2,-32
1.7344e-05,-0.4,-0.2,-16
1.7348e-05,-0.4,-0.2,-16
1.7352e-05,-0.4,0,-32
1.7356e-05,-0.4,-0.2,-16
1.7360e-05,-0.4,-0.2,-16
1.7364e-05,-0.4,-0.2,-16
1.7368e-05,-0.4,-0.2,-16
1.7372e-05,-1.2,-0.2,-32
1.7376e-05,-0.8,0,-16
1.7380e-05,-0.4,-0.4,-16
1.7384e-05,-0.4,-0.2,-16
1.7388e-05,-0.4,0,-16
1.7392e-05,-0.4,-0.2,-32
1.7396e-05,-0.4,0,-16
1.7400e-05,-0.4,-0.2,-16
1.7404e-05,-0.4,-0.2,-16
1.7408e-05,0,-0.2,-16
1.7412e-05,-0.4,-0.2,-16
1.7416e-05,-0.4,0,-32
1.7420e-05,-0.4,-0.2,-16
1.7424e-05,-0.4,-0.2,-16
1.7428e-05,-0.4,-0.2,-16
1.7432e-05,0,-0.2,-16
1.7436e-05,-0.4,-0.2,-16
1.7440e-05,-0.4,-0.2,-16
1.7444e-05,-0.4,-0.2,-16
1.7448e-05,-0.4,-0.2,-16
1.7452e-05,-0.4,-0.2,-32
1.7456e-05,-0.4,-0.4,-16
1.7460e-05,-0.4,-0.2,-16
1.7464e-05,-0.8,-0.2,-16
1.7468e-05,-0.4,-0.2,-16
1.7472e-05,-0.4,-0.2,-16
1.7476e-05,-0.4,-0.2,-32
1.7480e-05,-0.4,0,-16
1.7484e-05,-0.4,-0.2,-16
1.7488e-05,-0.4,0,-16
1.7492e-05,-0.4,-0.2,-32
1.7496e-05,-0.4,-0.2,-16
1.7500e-05,-0.4,-0.2,-16
1.7504e-05,-0.4,-0.2,-16
1.7508e-05,-0.4,-0.2,-32
1.7512e-05,-0.4,-0.2,-16
1.7516e-05,-0.8,-0.2,-16
1.7520e-05,0,-0.2,-16
1.7524e-05,-0.4,-0.4,-16
1.7528e-05,-0.4,-0.4,-32
1.7532e-05,-0.4,-0.2,-16
1.7536e-05,-0.4,0,-16
1.7540e-05,-0.4,-0.2,-32
1.7544e-05,-0.4,-0.2,-16
1.7548e-05,-0.4,-0.2,-32
1.7552e-05,-0.4,-0.4,-16
1.7556e-05,-0.4,-0.2,-16
1.7560e-05,-0.4,-0.2,-16
1.7564e-05,-0.4,-0.2,-16
1.7568e-05,-0.4,0,-16
1.7572e-05,-0.4,-0.2,-16
1.7576e-05,-0.4,-0.2,-16
1.7580e-05,-0.4,-0.2,-32
1.7584e-05,-0.4,-0.2,-16
1.7588e-05,-0.8,-0.2,-16
1.7592e-05,-0.4,-0.2,-16
1.7596e-05,-0.4,-0.4,0
1.7600e-05,-0.4,-0.2,-32
1.7604e-05,-0.4,-0.2,-16
1.7608e-05,-0.4,0,-16
1.7612e-05,-0.8,-0.2,-16
1.7616e-05,-0.4,-0.2,-32
1.7620e-05,-0.4,-0.2,-16
1.7624e-05,-0.4,-0.2,-16
1.7628e-05,-0.4,-0.2,-16
1.7632e-05,-0.4,-0.2,-16
1.7636e-05,0,-0.4,-16
1.7640e-05,-0.4,-0.2,-16
1.7644e-05,-0.4,-0.4,-16
1.7648e-05,-0.4,-0.2,-32
1.7652e-05,-0.4,-0.2,-32
1.7656e-05,-0.4,-0.2,-16
1.7660e-05,-0.4,-0.2,-16
1.7664e-05,-0.4,0,-32
1.7668e-05,-0.4,-0.2,-16
1.7672e-05,-0.4,-0.2,-16
1.7676e-05,-0.4,-0.2,-16
1.7680e-05,-0.4,-0.2,-16
1.7684e-05,-0.4,-0.2,-16
1.7688e-05,-0.4,-0.2,-32
1.7692e-05,-0.4,0,-32
1.7696e-05,-0.4,-0.2,-16
1.7700e-05,-0.4,-0.2,-16
1.7704e-05,-0.4,-0.2,-16
1.7708e-05,-0.4,-0.2,-16
1.7712e-05,-0.8,-0.2,-32
1.7716e-05,-0.4,-0.2,-16
1.7720e-05,0,-0.2,-16
1.7724e-05,-0.4,-0.4,-32
1.7728e-05,-0.8,-0.2,-16
1.7732e-05,-0.8,-0.2,-16
1.7736e-05,-0.4,-0.2,-16
1.7740e-05,-0.4,-0.2,-16
1.7744e-05,-0.4,-0.2,-16
1.7748e-05,-0.4,-0.2,-16
1.7752e-05,-0.4,-0.4,-32
1.7756e-05,-0.4,-0.2,-16
1.7760e-05,-0.8,-0.2,-32
1.7764e-05,-0.4,-0.2,-32
1.7768e-05,-0.4,-0.2,-16
1.7772e-05,-0.4,-0.2,-16
1.7776e-05,-0.4,-0.2,-16
1.7780e-05,-0.4,0,-16
1.7784e-05,-0.4,-0.2,-16
1.7788e-05,0,-0.2,-16
1.7792e-05,-0.4,-0.2,-32
1.7796e-05,-0.4,-0.2,-16
1.7800e-05,-0.4,-0.2,-16
1.7804e-05,-0.4,-0.2,-16
1.7808e-05,-0.4,0,-16
1.7812e-05,-0.4,-0.2,-16
1.7816e-05,-0.4,-0.2,-16
1.7820e-05,-0.4,-0.2,-16
1.7824e-05,-0.4,-0.2,-16
1.7828e-05,-0.4,-0.2,-32
1.7832e-05,-0.4,-0.2,-16
1.7836e-05,-0.4,-0.2,-16
1.7840e-05,-0.4,0,-16
1.7844e-05,-0.4,-0.2,-32
1.7848e-05,-0.4,-0.2,-32
1.7852e-05,-0.4,-0.2,-32
1.7856e-05,-0.4,-0.2,-16
1.7860e-05,-0.4,-0.2,-32
1.7864e-05,-0.4,-0.2,-32
1.7868e-05,-0.4,-0.2,-16
1.7872e-05,-0.8,-0.2,-32
1.7876e-05,-0.4,0,-16
1.7880e-05,-0.4,0,-32
1.7884e-05,-0.4,-0.2,-16
1.7888e-05,-0.4,-0.2,-32
1.7892e-05,-0.4,-0.2,-16
1.7896e-05,-0.4,-0.2,-16
1.7900e-05,-0.8,-0.2,-16
1.7904e-05,-0.4,-0.2,-16
1.7908e-05,-0.8,-0.2,-32
1.7912e-05,-0.4,-0.2,-16
1.7916e-05,-0.8,-0.2,-32
1.7920e-05,-0.4,-0.2,-32
1.7924e-05,-0.4,-0.2,-32
1.7928e-05,-0.4,-0.2,-16
1.7932e-05,-0.4,-0.2,-16
1.7936e-05,-0.4,-0.2,-16
1.7940e-05,-0.4,-0.2,-16
1.7944e-05,-0.4,-0.2,-32
1.7948e-05,-0.8,-0.2,-16
1.7952e-05,-0.4,-0.2,-16
1.7956e-05,-0.4,-0.2,-16
1.7960e-05,-0.4,-0.2,-16
1.7964e-05,-0.8,-0.2,-16
1.7968e-05,-0.4,-0.4,-16
1.7972e-05,-0.8,0,-16
1.7976e-05,-0.4,-0.2,-32
1.7980e-05,-0.4,-0.2,-16
1.7984e-05,-0.4,0,-16
1.7988e-05,-0.8,-0.2,-16
1.7992e-05,-0.4,-0.2,-16
1.7996e-05,-0.8,-0.2,-32
1.8000e-05,-0.4,-0.2,-16
1.8004e-05,-0.4,-0.2,-16
1.8008e-05,-0.4,0,-32
1.8012e-05,-0.8,-0.2,-16
1.8016e-05,-0.4,-0.2,-16
1.8020e-05,-0.4,-0.2,-16
1.8024e-05,-0.8,0,-16
1.8028e-05,-0.8,0,-16
1.8032e-05,-0.4,-0.2,-32
1.8036e-05,-0.4,-0.2,-16
1.8040e-05,-0.4,0,-32
1.8044e-05,-0.4,-0.4,-32
1.8048e-05,-0.4,-0.2,-16
1.8052e-05,-0.4,0,-32
1.8056e-05,-0.4,-0.2,-16
1.8060e-05,-0.4,-0.2,-16
1.8064e-05,-0.4,-0.2,-32
1.8068e-05,-0.4,-0.2,-16
1.8072e-05,-0.8,-0.2,-16
1.8076e-05,-0.8,-0.2,-32
1.8080e-05,-0.4,-0.2,-16
1.8084e-05,0,-0.2,-16
1.8088e-05,-0.4,0,-16
1.8092e-05,-0.4,-0.2,-16
1.8096e-05,-0.4,-0.2,-32
1.8100e-05,-0.4,-0.2,-16
1.8104e-05,-0.4,-0.4,-16
1.8108e-05,-0.4,-0.2,-32
1.8112e-05,-0.4,-0.2,-16
1.8116e-05,-0.4,-0.2,-16
1.8120e-05,-0.4,-0.2,-32
1.8124e-05,-0.8,-0.2,-32
1.8128e-05,0,0,-16
1.8132e-05,-0.4,-0.2,-32
1.8136e-05,-0.4,-0.2,-16
1.8140e-05,-0.8,-0.2,-16
1.8144e-05,-0.4,-0.2,-16
1.8148e-05,-0.4,-0.2,-16
1.8152e-05,-0.4,0,-32
1.8156e-05,-0.4,-0.2,-16
1.8160e-05,-0.8,-0.2,-16
1.8164e-05,-0.4,0,-32
1.8168e-05,-0.4,-0.2,-16
1.8172e-05,-0.8,-0.2,-16
1.8176e-05,-0.4,-0.2,-16
1.8180e-05,-0.4,-0.2,-16
1.8184e-05,-0.4,-0.4,-16
1.8188e-05,-0.4,0,-16
1.8192e-05,-0.8,-0.2,-32
1.8196e-05,-0.8,-0.2,-16
1.8200e-05,-0.4,-0.2,-16
1.8204e-05,-0.4,-0.2,-16
1.8208e-05,-0.8,-0.4,-16
1.8212e-05,-0.4,-0.4,-16
1.8216e-05,-0.4,-0.2,-16
1.8220e-05,-0.4,-0.2,-32
1.8224e-05,-0.4,-0.2,-16
1.8228e-05,-0.4,-0.2,-16
1.8232e-05,-0.4,-0.4,-16
1.8236e-05,-0.4,-0.2,-16
1.8240e-05,-0.4,-0.2,-32
1.8244e-05,-0.4,-0.2,-16
1.8248e-05,-0.4,-0.2,-16
1.8252e-05,0,-0.2,-16
1.8256e-05,-0.4,-0.2,-16
1.8260e-05,-0.4,-0.2,-16
1.8264e-05,-0.4,-0.2,-32
1.8268e-05,-0.4,0,-16
1.8272e-05,-0.4,-0.2,-16
1.8276e-05,-0.4,-0.2,-16
1.8280e-05,-0.4,-0.2,-16
1.8284e-05,-0.4,-0.2,-32
1.8288e-05,-0.4,-0.2,-16
1.8292e-05,-0.4,-0.2,-16
1.8296e-05,-0.4,0,-16
1.8300e-05,-0.4,-0.2,-16
1.8304e-05,-0.4,-0.2,-32
1.8308e-05,0,-0.2,-16
1.8312e-05,-0.4,-0.2,-32
1.8316e-05,-0.4,-0.2,-32
1.8320e-05,-0.4,-0.2,-16
1.8324e-05,-0.4,-0.2,-16
1.8328e-05,-0.4,-0.2,-32
1.8332e-05,-0.4,-0.2,-16
1.8336e-05,-0.4,-0.2,-32
1.8340e-05,-0.4,0,-16
1.8344e-05,-0.4,0,-16
1.8348e-05,-0.4,-0.2,-32
1.8352e-05,-0.4,-0.2,-16
1.8356e-05,-0.4,0,-16
1.8360e-05,-0.4,-0.2,-32
1.8364e-05,-0.4,-0.2,-16
1.8368e-05,-0.4,-0.2,-32
1.8372e-05,-0.4,-0.2,-16
1.8376e-05,0,-0.2,-16
1.8380e-05,-0.4,-0.2,-16
1.8384e-05,-0.4,-0.2,-32
1.8388e-05,0,0,-16
1.8392e-05,-0.4,-0.2,-32
1.8396e-05,-0.4,-0.2,-32
1.8400e-05,-0.4,-0.2,-32
1.8404e-05,-0.4,-0.2,-16
1.8408e-05,-0.4,0,-16
1.8412e-05,-0.4,-0.2,-16
1.8416e-05,-0.4,-0.2,-32
1.8420e-05,-0.4,-0.2,-16
1.8424e-05,-0.4,-0.2,-16
1.8428e-05,-0.4,-0.2,-16
1.8432e-05,-0.4,-0.2,-16
1.8436e-05,-0.4,-0.2,-16
1.8440e-05,-0.4,-0.2,-16
1.8444e-05,-0.4,-0.2,-32
1.8448e-05,-0.8,-0.2,-32
1.8452e-05,-0.4,0,-32
1.8456e-05,-0.4,-0.2,-16
1.8460e-05,0,-0.2,-16
1.8464e-05,-0.4,-0.2,-16
1.8468e-05,-0.4,-0.2,-32
1.8472e-05,-0.4,-0.2,-16
1.8476e-05,-0.4,-0.2,-16
1.8480e-05,-0.4,-0.2,-16
1.8484e-05,0,-0.2,-16
1.8488e-05,-0.8,-0.2,-16
1.8492e-05,-0.8,-0.2,-16
1.8496e-05,-0.4,-0.2,-16
1.8500e-05,-0.4,-0.2,-16
1.8504e-05,-0.4,-0.2,-16
1.8508e-05,-0.4,-0.2,-16
1.8512e-05,-0.8,-0.2,-16
1.8516e-05,-0.4,-0.2,-32
1.8520e-05,-0.4,-0.2,-16
1.8524e-05,-0.8,-0.2,-32
1.8528e-05,-0.4,-0.2,-16
1.8532e-05,-0.4,-0.2,-32
1.8536e-05,-0.4,-0.2,-16
1.8540e-05,-0.4,-0.2,-16
1.8544e-05,-0.4,-0.2,-16
1.8548e-05,-0.8,0,-32
1.8552e-05,-0.4,-0.2,-16
1.8556e-05,-0.4,-0.2,-16
1.8560e-05,-0.4,-0.2,-16
1.8564e-05,-0.4,-0.2,-16
1.8568e-05,-0.4,-0.2,-16
1.8572e-05,-0.4,-0.2,-32
1.8576e-05,-0.4,0,-16
1.8580e-05,-0.4,-0.2,-16
1.8584e-05,-0.4,-0.2,-16
1.8588e-05,-0.4,-0.2,-16
1.8592e-05,-0.4,0,-32
1.8596e-05,-0.4,-0.2,-16
1.8600e-05,-0.4,-0.2,-16
1.8604e-05,-0.8,-0.2,-16
1.8608e-05,-0.4,0,-32
1.8612e-05,-0.4,0.2,-16
1.8616e-05,-0.4,-0.2,-16
1.8620e-05,-0.4,-0.2,-16
1.8624e-05,-0.4,-0.2,-16
1.8628e-05,-0.4,0,-16
1.8632e-05,-0.4,-0.2,-32
1.8636e-05,-0.4,-0.2,-32
1.8640e-05,-0.4,-0.2,-16
1.8644e-05,0,-0.2,-16
1.8648e-05,-0.4,0,-16
1.8652e-05,-0.4,-0.2,-32
1.8656e-05,-0.4,-0.2,-16
1.8660e-05,-0.4,0,-16
1.8664e-05,-0.4,-0.2,-16
1.8668e-05,-0.4,-0.2,-32
1.8672e-05,-0.4,0,-32
1.8676e-05,-0.8,-0.2,-16
1.8680e-05,-0.4,0,-16
1.8684e-05,-0.4,-0.2,-32
1.8688e-05,-0.4,-0.2,-32
1.8692e-05,-0.4,0,-32
1.8696e-05,-0.4,-0.2,-16
1.8700e-05,-0.4,0,-16
1.8704e-05,-0.8,-0.2,-32
1.8708e-05,-0.4,-0.2,-32
1.8712e-05,-0.4,-0.2,-32
1.8716e-05,-0.4,-0.2,-32
1.8720e-05,-0.4,-0.2,-16
1.8724e-05,-0.4,-0.2,-16
1.8728e-05,-0.4,-0.2,-16
1.8732e-05,-0.4,0,-32
1.8736e-05,-0.4,0,-16
1.8740e-05,-0.4,0,-32
1.8744e-05,-0.4,-0.2,-16
1.8748e-05,-0.4,-0.2,0
1.8752e-05,-0.4,-0.2,-32
1.8756e-05,-0.4,-0.2,-16
1.8760e-05,-0.4,0,-16
1.8764e-05,-0.4,-0.2,-16
1.8768e-05,-0.4,-0.2,-32
1.8772e-05,-0.8,-0.2,-16
1.8776e-05,-0.4,-0.2,-16
1.8780e-05,-0.4,-0.2,-16
1.8784e-05,-0.4,-0.2,-16
1.8788e-05,-0.4,-0.2,-16
1.8792e-05,-0.4,0,-16
1.8796e-05,-0.8,-0.2,-16
1.8800e-05,-0.4,-0.2,-16
1.8804e-05,-0.4,-0.2,-16
1.8808e-05,-0.4,-0.2,-16
1.8812e-05,-0.4,0,-32
1.8816e-05,-0.4,-0.2,-16
1.8820e-05,-0.4,-0.2,-16
1.8824e-05,-0.4,-0.2,-32
1.8828e-05,-0.4,0,-16
1.8832e-05,-0.4,-0.2,-16
1.8836e-05,-0.4,-0.2,-32
1.8840e-05,-0.4,-0.2,-16
1.8844e-05,-0.4,-0.2,-16
1.8848e-05,-0.4,-0.2,-32
1.8852e-05,-0.4,-0.2,-16
1.8856e-05,-0.4,-0.2,-32
1.8860e-05,-0.4,-0.2,-32
1.8864e-05,-0.8,-0.2,-32
1.8868e-05,-0.4,-0.2,-16
1.8872e-05,-0.4,-0.2,-16
1.8876e-05,-0.4,0,-32
1.8880e-05,-0.4,-0.2,-16
1.8884e-05,-0.8,-0.2,-16
1.8888e-05,-0.4,-0.2,-32
1.8892e-05,-0.4,-0.2,-16
1.8896e-05,-0.4,-0.2,-16
1.8900e-05,-0.4,-0.2,-16
1.8904e-05,-0.4,-0.2,-16
1.8908e-05,-0.4,0,-16
1.8912e-05,-0.4,-0.2,-16
1.8916e-05,-0.4,-0.2,-16
1.8920e-05,-0.4,0,-16
1.8924e-05,-0.4,-0.2,-16
1.8928e-05,-0.4,-0.2,-16
1.8932e-05,0,-0.2,-16
1.8936e-05,-0.4,-0.2,-16
1.8940e-05,-0.8,-0.2,-16
1.8944e-05,-0.4,-0.2,-32
1.8948e-05,-0.8,-0.2,-16
1.8952e-05,-0.4,0,-32
1.8956e-05,-0.4,-0.2,-16
1.8960e-05,-0.4,-0.2,-16
1.8964e-05,-0.4,-0.2,-32
1.8968e-05,-0.4,0,-32
1.8972e-05,-0.8,-0.2,-16
1.8976e-05,-0.4,-0.2,-32
1.8980e-05,-0.4,-0.2,-16
1.8984e-05,-0.4,-0.2,-16
1.8988e-05,-0.8,0,-16
1.8992e-05,-0.4,-0.2,-32
1.8996e-05,-0.4,-0.2,-16
1.9000e-05,-0.4,-0.2,-32
1.9004e-05,-0.4,-0.2,-16
1.9008e-05,-0.8,-0.2,-32
1.9012e-05,-0.4,-0.2,-16
1.9016e-05,-0.4,-0.2,-16
1.9020e-05,-0.4,0,-16
1.9024e-05,-0.4,-0.2,-16
1.9028e-05,-0.8,-0.2,-16
1.9032e-05,-0.4,-0.2,-16
1.9036e-05,-0.8,-0.2,-16
1.9040e-05,-0.4,0,-16
1.9044e-05,-0.4,-0.2,-16
1.9048e-05,-0.4,-0.2,-32
1.9052e-05,-0.8,-0.2,-16
1.9056e-05,-0.4,-0.2,-16
1.9060e-05,-0.8,-0.2,-32
1.9064e-05,-0.4,-0.2,-32
1.9068e-05,-0.4,-0.2,-16
1.9072e-05,-0.4,-0.2,-16
1.9076e-05,-0.4,-0.2,-32
1.9080e-05,-0.4,-0.2,-32
1.9084e-05,-0.4,-0.2,-32
1.9088e-05,-0.4,-0.2,-32
1.9092e-05,-0.4,-0.2,-16
1.9096e-05,-0.4,-0.2,-16
1.9100e-05,-0.4,0,-16
1.9104e-05,-0.4,-0.2,-32
1.9108e-05,-0.4,0,-16
1.9112e-05,-0.4,-0.2,-16
1.9116e-05,-0.4,0,-16
1.9120e-05,-0.4,-0.2,-16
1.9124e-05,-0.4,-0.2,-32
1.9128e-05,-0.4,-0.4,-32
1.9132e-05,-0.4,-0.2,-32
1.9136e-05,-1.2,0,-32
1.9140e-05,-0.4,0,-16
1.9144e-05,-0.4,-0.2,-16
1.9148e-05,-0.4,-0.2,-16
1.9152e-05,-0.4,-0.4,-16
1.9156e-05,-0.4,0,-16
1.9160e-05,-0.4,0,-16
1.9164e-05,-0.4,-0.2,-16
1.9168e-05,-0.8,0,-16
1.9172e-05,-0.8,-0.2,-32
1.9176e-05,-0.4,-0.2,-16
1.9180e-05,-0.8,-0.2,-32
1.9184e-05,-0.8,-0.2,-16
1.9188e-05,-0.8,-0.2,-16
1.9192e-05,-0.4,-0.2,-16
1.9196e-05,-0.8,-0.2,-16
1.9200e-05,-0.8,-0.2,-32
1.9204e-05,-0.8,-0.2,-48
1.9208e-05,-0.4,-0.2,-16
1.9212e-05,-0.8,0,-32
1.9216e-05,-0.4,-0.2,-16
1.9220e-05,-0.4,-0.2,-32
1.9224e-05,-0.4,-0.2,-16
1.9228e-05,-0.4,0,-16
1.9232e-05,-0.4,-0.2,-32
1.9236e-05,-0.4,-0.2,-32
1.9240e-05,-0.8,-0.2,-16
1.9244e-05,-0.4,0,-16
1.9248e-05,-0.4,-0.2,-16
1.9252e-05,-0.4,-0.2,-32
1.9256e-05,-0.4,-0.2,-16
1.9260e-05,-0.4,-0.2,-32
1.9264e-05,-0.4,-0.2,-16
1.9268e-05,-0.4,-0.2,-16
1.9272e-05,-0.4,0,-16
1.9276e-05,-0.4,-0.2,-16
1.9280e-05,-0.4,0,-16
1.9284e-05,-0.4,-0.2,-32
1.9288e-05,-0.4,-0.2,-16
1.9292e-05,-0.8,0,-32
1.9296e-05,-0.4,0,-16
1.9300e-05,-0.4,-0.2,-32
1.9304e-05,-0.4,-0.2,-16
1.9308e-05,-0.8,-0.2,-32
1.9312e-05,-0.8,-0.2,-32
1.9316e-05,-0.4,-0.2,-32
1.9320e-05,-0.4,-0.2,-32
1.9324e-05,-0.4,-0.2,-16
1.9328e-05,-0.4,0,-32
1.9332e-05,-0.4,-0.2,-32
1.9336e-05,-0.4,-0.2,-32
1.9340e-05,-0.4,-0.2,-16
1.9344e-05,-0.8,-0.2,-16
1.9348e-05,-0.4,-0.2,-16
1.9352e-05,-0.8,-0.2,-16
1.9356e-05,-0.8,-0.2,-32
1.9360e-05,-0.4,-0.2,-16
1.9364e-05,-0.4,-0.2,-16
1.9368e-05,-0.4,-0.2,-16
1.9372e-05,-0.4,-0.2,-16
1.9376e-05,-0.4,-0.2,-16
1.9380e-05,-0.8,-0.2,-16
1.9384e-05,-0.4,-0.2,-32
1.9388e-05,-0.4,0,-32
1.9392e-05,-0.4,-0.2,-16
1.9396e-05,-0.8,-0.2,-16
1.9400e-05,-0.4,-0.2,-16
1.9404e-05,-0.4,-0.2,-16
